OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price
1654,CEFCO #3,US-77/US190/SR-36,Cameron,TX,670,2.989
1661,CHEVRON,"I-20, EXIT 101 & SR-151",Calhoun,LA,590,3.159
1669,BETTY BEAVERS TRUCKSTOP,"I-90, EXIT 28",Fultonville,NY,12,3.149
1669,BETTY BEAVERS TRUCKSTOP,"I-90, EXIT 28",Fultonville,NY,12,3.189
1670,Petro Stopping Center #54,"I-44, EXIT 4 & SR-3",Joplin,MO,277,3.449
1671,LOVES TRAVEL STOP #412,"I-95, EXIT 77",Dunn,NC,205,3.699
1672,HANA TRAVEL PLAZA,"I-40,  EXIT 77",Amarillo,TX,585,2.899
1699,ALLENS FOOD MART280,US-280/US-231/SR-53/SR-38 & CR-8/CR-34,Sylacauga,AL,615,3.799
1700,TOPPS FUEL STOPS,US-259/SR-49,Daingerfield,TX,723,3.109
1720,TOOT N TOTUM #120,US-54 & S WESTERN AVE,Liberal,KS,585,3.01566666
1749,HIGHWAY 96 FUEL STOP,US-96 & SR-62/FM-1004,Buna                                    ,TX,610,3.149
1753,PWI #169,"I-35/US-77, EXIT 359 & CR-1304",Abbott,TX,765,2.899
1773,M-46 AUTO TRUCK PLAZA,"US-131, EXIT 120 & SR-46",Howard City,MI,344,3.199
1773,M-46 AUTO TRUCK PLAZA,"US-131, EXIT 120 & SR-46",Howard City,MI,344,3.599
1773,M-46 AUTO TRUCK PLAZA,"US-131, EXIT 120 & SR-46",Howard City,MI,344,3.099
1791,PILOT TRAVEL CENTERS #257,"I-20, EXIT 126 & FM-1788",Midland                                 ,TX,710,3.56566666
1807,LOVES TRAVEL STOP #229,I-40 EXIT 96 & SR-207,Panhandle,TX,585,3.314
1810,KENT KWIK #804,US-83,Perryton,TX,585,2.999
1829,PILOT TRAVEL CENTERS #96,"SR- 60 & FL TURNPIKE, EXIT 193",Okeechobee,FL,143,3.719
1829,PILOT TRAVEL CENTER #96,"SR- 60 & FL TURNPIKE, EXIT 193",Okeechobee,FL,143,3.699
1832,CORNER FUEL CENTER,US-49,Hattiesburg,MS,620,3.299
1834,PUMP N PANTRY #15,"I-20, EXIT 617 & US-59",Marshall,TX,766,2.899
1849,Stripes #42457,US-67/US-277,San Angelo,TX,740,3.244
1855,EXIT 76 AUTO TRUCK PLAZA,US-131,Byron Center,MI,344,3.499
1858,FLYING J TRAVEL PLAZA #737,"I-10, EXIT 583",San Antonio                             ,TX,740,3.224
1859,GO MART FOOD STORE #44,"I-79, EXIT 67 & US-19/SR-4",Sutton,WV,44,3.559
1860,MR FUEL #278,"I-75/71, EXIT 175 & SR-338",Walton,KY,300,3.019
1861,PETRO STOPPING CENTER #315,"I-40, EXIT 66",Kingman,AZ,910,3.899
1866,PRI MART FUEL CENTER,"I-94, EXIT 29",Benton Harbor                           ,MI,465,3.799
1866,PRI MART FUEL CENTER,"I-94, EXIT 29",Benton Harbor                           ,MI,465,3.499
1873,JDS TRUCKSTOP,"US-12 & US-31, EXIT 3",Niles,MI,465,3.749
1873,JDS TRUCKSTOP,"US-12 & US-31, EXIT 3",Niles,MI,465,3.849
1874,CIRCLE K #2744529,US-175,Seagoville,TX,630,2.95066666
1879,HOLIDAY STATIONSTORE #3552,"I-35, EXIT 81 & SR-70",Lakeville,MN,448,3.549
1888,STRIPES 7FLEET #42449,US-87,Sterling City,TX,710,3.28066666
1889,TOOT N TOTUM #105,US-54 & US-287,Stratford,TX,585,2.96566666
1893,MIKE MCDONALD TRUCK STOP,"I-20, EXIT 509",Terrell                                 ,TX,637,2.87066666
1894,CIRCLE K #2741544,"I-37 & SR-72, EXIT 69",Three Rivers,TX,747,3.06566666
1897,YESWAY #1077,"I-20/US-84, EXIT 278",Tye,TX,575,2.87566666
1905,LUCKY TRUCK STOP,US-82,Whitesboro                              ,TX,630,2.88566666
1909,RALLYSTOP #1,"I-15, EXIT 62",Cedar City,UT,791,3.459
1914,LOVES TRAVEL STOP #792,"I-70, EXIT 160",Green River,UT,835,3.709
1921,BELL TRUCK STOP,"I-80, EXIT 146",Park City,UT,835,3.45233333
1923,SCENIC QUIK STOP,"I-70, EXIT 54 & US-89",Salina,UT,835,3.459
1930,CASEYS #3058,"I-35, EXIT 19 & US-160 E",Wellington,KS,570,3.299
1931,RBS ONE STOP,"I-15, EXIT 320",Woods Cross                             ,UT,835,3.459
1934,CIRCLE K #2723710,"I-77, EXIT 24",Austinville,VA,185,3.24066666
1936,QUICK STOP MARKET #36,"I-81, EXIT 10 & US-11",Bristol,VA,185,3.399
1940,7-ELEVEN #40063,"I-81, EXIT 98 & SR-100",Dublin,VA,65,3.199
1944,LOVES TRAVEL STOPS #399,"I-77, EXIT 1 & SR-620",Lambsburg,VA,65,3.589
1944,LOVES TRAVEL STOP #399,"I-77, EXIT 1 & SR-620",Lambsburg,VA,65,3.589
1950,7-ELEVEN #34515,"I-81, EXIT 205",King George,VA,180,3.399
1951,CIRCLE K #2723713,"I-81, EXIT 205",Staunton,VA,185,3.38566666
1953,FAS MART #3555,"I-64, EXIT 136 & US-15",Gordonsville,VA,180,3.699
1954,Joe's Kwik Mart #8409,US-58 & CR-645,Suffolk,VA,130,3.03233333
1956,PILOT TRAVEL CENTER #4642,"I-81, EXIT 291",Toms Brook,VA,60,3.659
1958,SPEEDWAY #4618,"I-81 & I-77, EXIT 77",Wytheville,VA,185,3.41233333
1960,MAPLEWOOD IRVING,"I-89, EXIT 7",Montpelier                              ,VT,170,3.699
1962,SUPER QUIK,"I-64, EXIT 172 & SR-1/SR-7",Grayson,KY,255,3.799
1976,One9 #963,"I-90, EXIT 276",Spokane                                 ,WA,970,3.989
1976,One9 #963,"I-90, EXIT 276",Spokane                                 ,WA,970,3.959
1977,GEE CEES TRUCK STOP,"I-5, EXIT 57",Toledo,WA,977,3.839
1983,KWIK TRIP #427,"US-53, EXIT 110 & SR-40",Bloomer,WI,295,3.41566666
1985,Camp Douglas BP,"I-90 & I-94, EXIT 55",Camp Douglas                            ,WI,420,3.154
2000,RIVER CITY TRAVEL PLAZA,US-41,Marinette,WI,360,3.399
2002,KWIK TRIP #222,US-53/US-2,Superior,WI,334,3.339
2009,KWIK TRIP #139,"I-43, EXIT 120 & CR-V/CR-OK",Sheboygan,WI,444,3.29066666
2020,BFS FOODS #72,"I-68, EXIT 23 & SR-26",Bruceton Mills,WV,165,3.499
2021,GO MART FOOD STORE #59,"I-64, EXIT 15 & US-60",Huntington,WV,255,3.499
2022,GO MART FOOD STORE #86,"I-79, EXIT 40 & SR-16",Ivydale                                 ,WV,44,3.599
2029,HOMAX SERVICE,"I-25, EXIT 188",Mills                                   ,WY,790,3.169
2030,GHOST TOWN FUEL STOP,US-26/US-20,Casper,WY,790,3.429
2034,TA CHEYENNE TRAVEL CENTER,"I-80, EXIT 377 & SR-217/CR-140",Cheyenne,WY,795,3.699
2040,Fast Stop Travel Centers #1133,"I-25, EXIT 126 & US-18/20",Douglas,WY,790,3.499
2041,PINE BLUFFS SINCLAIR,"I-80, EXIT 401 & US-30",Pine Bluffs,WY,795,3.699
2044,One9 #1251,"I-80, EXIT 173",Wamsutter,WY,795,3.499
2074,STRIPES #40522,"I-10, EXIT 550",San Antonio,TX,740,3.059
2076,ALLSUPS CONVENIENCE STORE #2159,US-283 BUS/US-277 BUS & SR-422,Seymour,TX,770,3.299
2078,ALLSUPS CONVENIENCE STORE #2366,US-84 & CR-3300,Slaton                                  ,TX,700,2.969
2084,Main Street Market #112,"I-20, EXIT 73",Wickett,TX,710,2.879
2087,LWS TRUCK STOP,SR-30,Logan,UT,835,3.42566666
2088,FLYING J TRAVEL PLAZA #773,"I-70, EXIT 40",Richfield                               ,UT,835,3.699
2089,FLYING J TRAVEL PLAZA #774,"I-84, EXIT 7",Snowville                               ,UT,835,3.749
2115,KWIK TRIP #838,SR-23/SR-33,Reedsburg,WI,420,3.194
2125,BIG D #44,"I-80, EXIT 311 & SR-130",Laramie,WY,795,3.249
2144,Mountain View Truck Stop,US-15,Thurmont,MD,60,4.099
2152,SPEEDWAY #4709,"I-90, EXIT 102",Fairmont,MN,425,3.299
2167,PILOT TRAVEL CENTERS #134,"I-94, EXIT 171 (CR 75)",Saint Cloud,MN,451,3.28733333
2182,PILOT TRAVEL CENTER #4649,"I-64 & I-81, EXIT 205",Raphine,VA,185,3.659
2192,GO MART FOOD STORE #51,US-19/SR-129,Mount Nebo                              ,WV,44,3.599
2194,A AND A TRUCKSTOP,US-35 & CR-41,Jackson,OH,315,3.799
2196,Certified Oil #400410,I-76 EXIT 43,Ravenna,OH,249,3.31566666
2204,NATURAL BRIDGE SHELL,US-278 & SR-5,Lynn,AL,615,3.68233333
2209,Roadrunner #471,"I-40/US-65, EXIT 142 & SR-365",North Little Rock,AR,695,3.03233333
2219,PILOT TRAVEL CENTER #66,"I-85, EXIT 129",Braselton,GA,16,3.27233333
2219,PILOT TRAVEL CENTERS #66,"I-85, EXIT 129",Braselton,GA,16,3.27233333
2223,PO JOS GAS N GO,"I-16 SR-404, EXIT 116 & US-301/SR-73",Register,GA,195,3.23233333
2227,SPEEDWAY #7448,SR-59,Naperville,IL,293,3.299
2227,SPEEDWAY #7448,SR-59,Naperville,IL,293,3.359
2231,QUIKTRIP #605,"I-270, EXIT 33",Saint Louis,MO,540,2.899
2255,S&G #36,"I-280, EXIT 2 & SR-795",Millbury,OH,550,3.49233333
2267,Circle K #4703917,"I-65, EXIT 112 & SR-25",Cross Plains,TN,460,2.949
2283,CIRCLE K #2707321,SR-60,Bartow,FL,225,3.52233333
2287,SAC SHOP #511,"I-76/I-70, EXIT 146 & I-99/US-220 EXIT 1",Bedford,PA,14,4.099
2306,SCOTCHMAN #3894,"I-77, EXIT 73 & SR-901",Rock Hill,SC,210,3.079
2310,MAPCO #3686,"I-24, EXIT 175",Chattanooga,TN,285,2.889
2311,SHELL,"I-24 & EPPS MILL RD, EXIT 89",Christiana                              ,TN,460,3.13233333
2331,PINNERS POINT,SR-135,Portsmouth,VA,130,3.499
2336,FLYING J TRAVEL PLAZA #754,"I-77 & I-81, EXIT 77",Wytheville,VA,185,3.549
2340,RSTORE #4478,SR-8 & SR-13,Prentice,WI,395,3.039
2557,PWI #106,"I-30, EXIT 77B",Royse City,TX,630,2.899
2602,PILOT TRAVEL CENTERS #9,"I-75, EXIT 36",Franklin,OH,407,3.35233333
2623,TA JANESVILLE TRAVEL CENTER,"I-90/I-39, EXIT 171B & US-14",Janesville,WI,420,3.299
2626,WEST END SINCLAIR,"I-80, EXIT 211",Rawlins,WY,838,3.319
2629,PILOT TRAVEL CENTERS #253,"I-295 & NJ TRNPK,  EXIT 2B",Penns Grove,NJ,243,3.989
2635,FLYING J #584,"I-5, EXIT 278",Aurora,OR,935,3.859
2638,PIT STOP TRAVEL CENTER,US-789,Riverton                                ,WY,790,4.399
2640,LITTLE NASHVILLE,"I-64, EXIT 50 & SR-127",Nashville,IL,540,3.399
2640,LITTLE NASHVILLE,"I-64, EXIT 50 & SR-127",Nashville,IL,540,3.299
2644,FREDERICKS TRAVEL CENTER,"I-25/US-87, EXIT 235 & SR-52",Erie,CO,800,3.499
2756,PAR MAR FOOD STORE #89,"I-77/SR-2, EXIT 170 & SR-14 E",Mineral Wells,WV,430,3.499
2761,PONY EXPRESS SERVICE CENTER,US-36 & SR-148,Hanover,KS,316,2.95566666
2764,LOVES TRAVEL STOP #046,US-64/54 & SR-94,Hooker,OK,585,3.56233333
2765,LOVES TRAVEL STOP #023,US-50 & US-287,Lamar,CO,525,3.46233333
2772,PILOT TRAVEL CENTERS #29,"I- 80, EXIT 144; I-69, EXIT 357",Fremont                                 ,IN,465,3.899
2772,PILOT TRAVEL CENTER #29,"I- 80, EXIT 144; I-69, EXIT 357",Fremont                                 ,IN,465,3.899
2779,Stinker #121,I-84 & EXIT 208,Heyburn,ID,787,3.56066666
2788,JIFFY MART #451,"I-91, EXIT 17 & SR-302",Wells River,VT,39,3.569
2805,Fast Stop Travel Centers #1145,"I-15,  EXIT 31",Downey,ID,825,3.799
2807,SUDDEN SERVICE #25,"I-24, EXIT 11",Clarksville,TN,460,3.30733333
2811,KWIK FILL #22,"I-90, EXIT 40 & SR-34/SR-31",Weedsport,NY,220,3.899
2817,Chevron #382354,"I-5/US-12, EXIT 72",Chehalis,WA,977,4.299
2848,TA TONOPAH TRAVEL CENTER,"I-10, EXIT 103",Tonopah,AZ,930,3.939
2851,SPEEDWAY #2958,"I-8, EXIT 12",Yuma,AZ,900,3.479
2862,TA TALLULAH TRAVEL CENTER,"I-20, EXIT 171 & US-65",Tallulah,LA,760,3.209
2864,KUM & GO #0493,I-49 BUS/SR-59,Neosho,MO,535,3.059
2875,CIRCLE K #2744138,"I-25, EXIT 101 & US-50/SR-47",Pueblo,CO,803,3.399
2883,PILOT TRAVEL CENTER #293,"I-75, EXIT 341 & CR-484",Ocala                                   ,FL,140,3.41233333
2883,PILOT TRAVEL CENTERS #293,"I-75, EXIT 341 & CR-484",Ocala                                   ,FL,140,3.359
2885,SP Truckstop & Travel Center,US-84/SR-38,Bainbridge,GA,20,3.599
2889,MOULTON COWBOYS,SR-157,Moulton                                 ,AL,615,3.099
2891,PETRO STOPPING CENTER #338,"I-80, EXIT 21",Sparks,NV,966,3.949
2895,EAGLE TRUCK STOP,I-77 EXIT 81,New Philadelphia,OH,249,3.31566666
2896,NORTH LEWISTON DYNAMART,US-12 & SR 128,Lewiston,ID,970,3.669
2897,GAS N GO #15,"I-80, EXIT 41",Lyman,WY,827,3.46566666
2910,FLYING J TRAVEL PLAZA #685,"I-29 & I- 94, EXIT 349",Fargo                                   ,ND,341,3.569
2913,ONE9#226,"I-40, EXIT 417 & SR-92",Dandridge,TN,405,3.259
2915,TP TRUCK STOP,"I-15, EXIT 80",Fort Hall                               ,ID,825,3.519
2917,GOLDYS TRUCK PLAZA,US-29,Rustburg,VA,185,3.519
2922,LOVES TRAVEL STOP #210,"I-40, EXIT 158",Albuquerque,NM,580,3.52066666
2923,LOVES TRAVEL STOP #435,"I-95, EXIT 104 & SR-207",Ruther Glen,VA,180,3.611
2923,LOVES TRAVEL STOPS #435,"I-95, EXIT 104 & SR-207",Ruther Glen,VA,180,3.589
2924,HWY 190 FUEL STOP,US-190,Jasper                                  ,TX,610,3.13233333
2926,EXIT 77 TRAVEL PLAZA,"I-81, EXIT 77 & SR-39",Harrisburg,PA,70,3.499
2929,TA EXPRESS STEELE,"I-94, EXIT 200 & SR- 3",Steele,ND,390,3.599
2935,CIRCLE K #2726163,"I-295, EXIT 22",Jacksonville,FL,75,3.299
2937,FLYING J TRAVEL PLAZA #664,"I-75, EXIT 171",Walton,KY,300,3.08566666
2956,PILOT TRAVEL CENTERS #275,"I-85, EXIT 39 I-77, EXIT 13",Charlotte,NC,46,3.55233333
2963,SUPERPUMPER #26,"I-94, EXIT 258 & US-281",Jamestown,ND,390,3.629
2967,PETRO STOPPING CENTER #317,"I-57, EXIT 71",Perrysburg,OH,550,3.78566666
2968,E-Z MART #4460,"I-20,  EXIT 124",Monroe,LA,719,3.129
2977,DISCOUNT FUEL,"I-90, EXIT 150 & SR-73",Kadoka,SD,506,3.229
2982,CIRCLE K #2723726,"I-59/I-20, EXIT 52 & US-11/US-43/SR-7",Knoxville,AL,705,3.089
3003,CHEVRON,"I-20, EXIT 186",Delta                                   ,LA,760,2.994
3008,BUSY BEE,"I-10, EXIT 283 & US-129",Live Oak,FL,10,3.779
3022,TA GREENCASTLE TRAVEL CENTER,"I-81, EXIT 5",Greencastle,PA,70,3.959
3030,Mr Ts Riverside,US-412,Cardwell                                ,MO,435,3.199
3064,PORTS TO PLAINS TRAVEL PLAZA,US-50 & US-287,Lamar,CO,800,3.399
3086,SPEEDWAY #4638,US-29,Madison Heights,VA,185,3.49566666
3093,RSTORE #4488,US-51,Merrill,WI,395,3.24066666
3096,HOBO PANTRY #6,US-431/SR-210,Dothan,AL,20,3.959
3118,MOBIL,"I-87, EXIT 42 & US-11",Champlain,NY,39,3.799
3128,TA ATLANTA SOUTH TRAVEL CENTER,"I-75, EXIT 201 & SR-36",Jackson,GA,18,3.334
3138,TA EXPRESS #6264,"I-70, EXIT 26 & US-50",Grand Junction,CO,800,4.049
3139,CHEROKEE TRAVEL MART,"I-40,  EXIT 108",Calumet                                 ,OK,483,3.10566666
3148,YESWAY #1038,US-60 & SR-86,Neosho,MO,307,3.059
3155,QUIK MART #18,US-72/SR-157,Tuscumbia                               ,AL,615,3.00733333
3163,QUIKTRIP #71,"I-44, EXIT 238",Tulsa,OK,560,3.039
3164,QUIKTRIP #102,"I-44, EXIT 222A",Tulsa,OK,560,3.039
3165,LOVES TRAVEL STOP #213,"I-35, EXIT 211",Tonkawa,OK,500,3.584
3167,JASPER FOOD MART,US-78,Jasper,AL,615,3.229
3171,One9 #265,"I-40, EXIT 287 & SR-136",Cookeville,TN,405,3.084
3176,BP,US-6 & SR-15,New Paris                               ,IN,365,3.65733333
3178,ERNIES FUEL STOP #1605,SR-167,Kent,WA,977,4.599
3179,MR FUEL #1020,"I-80 & I-94, EXIT 15B",Lake Station,IN,365,3.56566666
3191,BUSY CORNER TRUCK STOP AND MARKET,"I-24, EXIT 105 & US-41/SR-2",Manchester,TN,460,3.049
3205,CROSSROADS TRUCK STOP STATION,"I-29 & SR 34, MM 109",Colman                                  ,SD,530,3.159
3206,PERHAM OASIS,US-10 & SR-78,Perham,MN,250,3.499
3215,SHELL TRUCKSTOP,"I-4, EXIT 44",Polk City,FL,225,3.449
3216,MAXS #124,"I-24, EXIT 86 & US-41",Oak Grove,KY,460,3.04233333
3221,Pilot #1440,"US-67, EXIT 55 & US-64/US-167 & SR-367",Bald Knob,AR,695,3.399
3221,Southern Travel Plaza,"US-67, EXIT 55 & US-64/US-167 & SR-367",Bald Knob,AR,695,3.391
3222,POMPANO TRUCK STOP,"I-95, EXIT 36B",Pompano Beach,FL,95,3.759
3226,ONE9 #245,"I-81, EXIT 77 & SR-39",Harrisburg,PA,70,3.609
3227,ONE9 MR FUEL #64,"I-26 & US-17, EXIT 199",Summerville,SC,42,3.219
3227,MR FUEL DBA ONE9 #64,"I-26 & US-17, EXIT 199",Summerville,SC,42,3.219
3230,STRIPES #40815,US-281 & US-285,Falfurrias,TX,625,3.299
3264,TA WEST MEMPHIS TRAVEL CENTER,"I-40/US-63, EXIT 260 & SR-149",Earle,AR,435,3.36733333
3280,OUTPOST TRUCK STOP,US-85 & US-18/US-20,Lusk,WY,790,3.689
3281,AMERICAN TRUCK PLAZA,I-80 EXIT 215 & SR-254,Milton,PA,138,3.799
3284,CASEYS #4390,"I-49/US-71, EXIT 77 & US-160",Lamar,MO,416,3.199
3297,SAPP BROS TRAVEL CENTER,"I-80, EXIT 370",Cheyenne,WY,795,3.70066666
3316,TRUCKOMAT OF N LITTLE ROCK,"I-40, EXIT 161 & SR-391",North Little Rock                       ,AR,695,3.249
3326,MIRABITO #61,"I-81, EXIT 32",Central Square,NY,12,4.299
3330,TA # 211 GREENLAND TRAVEL CENTER,"I-95, EXIT 3A & US-101",Greenland,NH,34,3.759
3349,QUEEN CITY TRUCK STOP,"I-20 & I-59, EXIT150",Meridian,MS,705,2.939
3383,E-Express at Central Truck Stop,"I-35, EXIT 137",Oklahoma City,OK,483,2.879
3386,LONGMONT TRUCK STOP,"I-25/US-87, EXIT 240 & SR-119",Longmont,CO,800,3.239
3401,POPS Mart #333,"I-77, EXIT 48 & SR-200",Winnsboro,SC,46,3.09066666
3413,COUNTRY GIRL TRUCK STOP,US-167 & SR-156,Winnfield,LA,590,3.319
3415,JAYS EL CHEAPO FUEL STOP,"I-16, EXIT 104",Metter                                  ,GA,195,3.249
3418,Par Mar Store #164,"I-79, EXIT 105 & CR-7",Jane Lew,WV,165,3.999
3421,ERNIES TRUCK STOP,"I-5, EXIT 142",Federal Way,WA,977,4.599
3422,PWI #167,"I-10, EXIT 601",Seguin,TX,740,2.889
3427,JOHNNYS MARKET,"I-69, EXIT 357",Fremont,IN,465,3.699
3432,PILOT TRAVEL CENTER #34,"I-65, EXIT 201 & US-231",Remington,IN,365,3.709
3432,PILOT TRAVEL CENTERS #34,"I-65, EXIT 201 & US-231",Remington,IN,365,3.659
3435,PWI #168,"I-35, EXIT 266 & SR-195",Georgetown,TX,740,2.799
3444,Acme Truck Stop,US-441/SR-500,Orlando,FL,140,3.449
3460,CHROME TRUCK STOP,US-18 & US-169,Algona,IA,433,3.499
3464,BOISE PETROLEUM LLC,"I-84,  EXIT 71",Boise,ID,785,3.379
3471,MR FUEL DBA ONE9 #72,"I-16, EXIT 160",Savannah,GA,195,3.13233333
3471,ONE9 MR FUEL #72,"I-16, EXIT 160",Savannah,GA,195,3.119
3475,PILOT TRAVEL CENTERS #56,"I-85, EXIT 63",Kannapolis,NC,46,3.499
3477,CIRCLE K #4707404,"I-91, EXIT 7",Springfield,VT,170,3.699
3479,FAST MARKET #4550,"I-75/SR-401, EXIT 136 & US-341",Perry,GA,85,3.099
3493,CIRCLE K #2723675,"I-75, EXIT 290 & SR-20",Cartersville,GA,18,3.08566666
3519,PILOT TRAVEL CENTERS #431,"I-10, EXIT 873",Orange,TX,610,3.309
3522,SUNMART #308,US-59,Livingston                              ,TX,610,2.859
3526,JOE STOP 99,"I-75, EXIT 99 & SR-119",Anna,OH,411,3.064
3530,SPARKYS ONE STOP #22,"I-35, EXIT 111B & US-30",Jefferson,IA,320,3.23233333
3536,PETRO STOPPING CENTER #307,I-40 EAST & S LAKESIDE Dr,Amarillo,TX,585,3.279
3539,Bigs 211,"I-10, EXIT 620 & SR-123",Seguin,TX,740,3.099
3545,STOCKMENS TRUCK PLAZA,"I-494, EXIT 64A",South Saint Paul,MN,450,3.499
3580,STINKER I 80 TRAVEL PLAZA,"I-80, EXIT 221 & SR-76",Sinclair,WY,838,3.759
3585,CHEVRON,"I-80, EXIT 129",Lovelock,NV,966,3.499
3588,BINGO TRUCK STOP,"I-10, EXIT 829 & SR-124",Winnie                                  ,TX,610,2.999
3592,TA BRIDGER TRAVEL CENTER #188,"I-80, EXIT 30 & CR-202",Fort Bridger,WY,835,3.71566666
3593,TA Parowan Travel Center,"I-15, EXIT 78",Parowan,UT,910,3.70566666
3605,SPEEDYS #6,"I-35, EXIT 33",Saint Joseph,MO,400,3.169
3608,FUEL MART #787,"I-57, EXIT 212 & US-36",Tuscola,IL,280,3.199
3614,PILOT TRAVEL CENTERS #35,"I-80/90, EXIT 72 & US-31",South Bend                              ,IN,465,3.799
3614,PILOT TRAVEL CENTER #35,"I-80/90, EXIT 72 & US-31",South Bend                              ,IN,465,3.799
3616,PILOT TRAVEL CENTERS #15,"I-75, EXIT 210",Toledo,OH,550,3.77233333
3619,ROAD RANGER #141,"I-70, EXIT 23",Brazil,IN,375,3.659
3620,One9 #16,"I-71 & US-68, EXIT 50",Wilmington                              ,OH,315,3.14233333
3645,SNOW SHOE TRAVEL PLAZA,"I-80, EXIT 147 & SR-144",Snow Shoe,PA,14,3.469
3678,TIMES MARKET #299,US-281 BUS,Alice,TX,625,3.099
3688,SPEEDWAY #2314,"I-94, EXIT 243 & SR-29",New Baltimore,MI,342,3.559
3688,SPEEDWAY #2314,"I-94, EXIT 243 & SR-29",New Baltimore,MI,342,3.579
3692,CHARLOTTE TRAVEL PLAZA,"I-77,  EXIT 16B",Charlotte,NC,46,3.53233333
3699,WARREN TRAVEL PLAZA,"I-69, EXIT 278 & SR-5",Warren,IN,375,3.399
3702,BEARS DEN TRADING POST #101,ST 37 11 MI E OF MASSENA,Hogansburg                              ,NY,39,3.649
3707,SPEEDWAY #4704,"I-90, EXIT 154",Albert Lea,MN,425,3.299
3718,SPEEDWAY #4706,"I-90, EXIT 265",Chamberlain,SD,455,3.299
3719,KEYSTONE TRUCK STOP,US-22 & SR-164,Loretto,PA,14,3.999
3725,GENEVA TRUCK STOP,"I-79, EXIT 35/141",Cochranton                              ,PA,240,3.81566666
3728,PLAZA 23 TRUCK STOP,"I-787, EXIT 2",Albany,NY,12,3.799
3737,JORDAN'S KWIK STOP #70,US-49,West Helena                             ,AR,435,3.399
3745,PILOT TRAVEL CENTER #906-TOWN PUMP,"I-90, EXIT 408 & SR-78",Columbus,MT,780,3.58066666
3759,EXXON,US-67 & SR-18,Newport,AR,695,4.13233333
3767,SIMMONS TRAVEL CENTER,"I-95, EXIT 8 & US-301",Emporia,VA,180,3.099
3772,Brake Time Corner Market,"I-25, EXIT 240",Burlington                              ,CO,800,3.499
3774,SINCLAIR,"I-70, EXIT 438",Burlington                              ,CO,796,3.889
3781,REATTA TRAVEL STOP,"I-76, EXIT 149 & SR-55/CR-81",Crook,CO,475,3.38233333
3783,CIRCLE K #2744095,"I-25, EXIT 215",Denver,CO,800,3.299
3794,SPEEDWAY #4701,"I-90, EXIT 73",Jackson,MN,425,3.299
3817,FAST MARKET,"I-25, EXIT 158",Colorado Springs,CO,803,3.159
3843,ONCUE EXPRESS #61,"I-35, EXIT 185 & US-77",Perry,OK,500,3.21566666
3868,SHORE STOP #279,US-13,Greenwood,DE,194,3.239
3868,SHORE STOP #279,US-13,Greenwood,DE,194,3.259
3888,Fics Plaza,"I-90, EXIT 184",Deer Lodge                              ,MT,816,3.519
3889,CIRCLE K #2701686,"I-75, EXIT 220",Bradenton,FL,225,3.439
3907,SUNOCO,US-46 & SR-93,Palisades Park,NJ,105,3.279
3908,SEMINOLE TRUCK STOP,"I-75, EXIT 354",Fort Lauderdale,FL,95,3.699
3927,MICCOSUKEE SERVICE PLAZA,"I-75, EXIT 49 & SR-84",Fort Lauderdale                         ,FL,95,3.66566666
3936,Uncle Petes Truck  Stop,"I-40, EXIT 239 & US-70/SR-26",Lebanon,TN,460,2.989
3946,Fast Lane,US-24 & US-63,Moberly,MO,310,3.469
3949,SUNSTOP #337,"I-10/SR-8, EXIT 303 & US-441",Lake City,FL,75,3.699
3956,CIRCLE K #2707451,US-27/SR-25 & SR-70,Lake Placid,FL,225,3.399
3964,SPEEDWAY #6604,"I-94, EXIT 66",Mattawan,MI,465,3.489
3964,SPEEDWAY #6604,"I-94, EXIT 66",Mattawan,MI,465,3.499
3970,EXXON - Pilot #1293,"I-30, EXIT 61",Garland,TX,630,2.84233333
3973,LOVES TRAVEL STOP #205,"I-35 & I-44, EXIT 137",Oklahoma City,OK,483,3.319
3974,LOVES TRAVEL STOP #201,I-40 EXIT 41,Elk City,OK,483,3.12566666
3975,SUNSTOP #334,"I-10, EXIT 335 & SR-121",Macclenny,FL,75,3.459
3979,PETRO GARY 369,"I-80 & I-94, EXIT 9",Gary,IN,365,3.83066666
4006,MISSILE MART #1,US-167 & SR-7,El Dorado,AR,635,3.499
4008,BALDWIN TRAVEL PLAZA,"I-94, EXIT 19 & US HWY 63",Baldwin                                 ,WI,295,3.503
4025,BP,"I-85, EXIT 21  & US-178",Anderson,SC,30,2.909
4035,PILOT TRAVEL CENTER #430,"I-40,  EXIT 84",Russellville,AR,695,3.375
4035,PILOT TRAVEL CENTERS #430,"I-40,  EXIT 84",Russellville,AR,695,3.399
4062,DUDLEYS TRUCK STOP RESTAURANT,US-220,Rocky Mount,VA,185,3.299
4063,STUCKEY'S,"I-59, EXIT 67 & US-49",Hattiesburg,MS,620,2.999
4080,SHELL DBA PILOT DEALER #874,US-41,Miami,FL,176,3.699
4080,PILOT TRAVEL CENTERS #874,US-41,Miami,FL,176,3.699
4101,E-Z MART #4411,HIGHWAY 69 & COBBLESTONE DR,Pryor,OK,560,3.099
4113,ASAP GENERAL STORE #330,US-412/SR-15,Enid,OK,500,3.08233333
4115,QUIKTRIP #707,"I-85 , EXIT 96",Atlanta,GA,18,3.34066666
4119,JET FOOD STORE #82,US-441 & CR-13,Douglas,GA,10,3.44066666
